time,Noisy signal
1.344,-0.096
1.353,-1.246
1.364,-0.995
1.373,-1.108
1.383,-1.263
1.394,-1.276
1.405,-0.509
1.416,-0.415
1.425,-0.271
1.434,-0.136
1.444,0.003
1.454,0.841
1.464,0.49
1.474,0.571
1.483,0.951
1.493,0.904
1.502,0.648
1.512,1.13
1.523,1.262
1.533,0.675
1.543,0.431
1.553,0.941
1.564,-0.012
1.574,-0.137
1.584,-0.61
1.594,-1.236
1.605,-0.58
1.615,-0.825
1.625,-1.061
1.634,-0.683
1.644,-0.93
1.654,-1.143
1.665,-0.689
1.675,-0.558
1.686,0.257
1.697,0.353
1.707,1.06
1.718,1.029
1.729,0.824
1.739,1.158
1.749,1.13
1.759,0.679
1.77,0.823
1.779,0.474
1.79,0.774
1.799,0.059
1.81,0.056
1.819,0.106
1.828,-0.22
1.839,-0.253
1.85,-0.97
1.861,-0.922
1.87,-0.701
1.88,-1.099
1.89,-1.153
1.9,-0.809
1.909,-0.575
1.919,-0.453
1.929,0.196
1.94,-0.63
1.949,0.5
1.959,0.15
1.97,0.946
1.98,0.861
1.991,1.594
2.001,1.15
2.01,1.454
2.0,0.903
2.029,-1.265
2.039,-0.564
2.05,0.438
2.061,1.219
2.071,0.521
2.08,-1.449
2.091,-0.709
2.1,0.371
2.111,0.728
2.121,0.401
2.13,-0.607
2.14,-1.568
2.15,-0.296
2.16,1.135
2.17,0.805
2.181,0.932
2.191,-0.724
2.202,-0.804
2.211,0.485
2.222,0.582
2.232,0.856
2.242,-0.484
2.252,-0.827
2.263,-0.109
2.272,0.942
2.283,0.726
2.292,-0.151
2.302,-1.021
2.312,-0.764
2.321,0.413
2.331,0.63
2.34,0.254
2.351,-0.251
2.361,-1.091
2.37,-0.499
2.38,0.776
2.391,0.335
2.4,0.228
2.411,-1.044
2.42,-0.834
2.431,0.515
2.441,0.62
2.452,0.652
2.461,-0.211
2.471,-1.678
2.481,-0.734
2.491,0.395
2.501,1.021
2.51,0.376
2.521,-1.01
2.531,-1.671
2.542,0.299
2.552,0.592
2.561,0.683
2.571,-0.904
2.581,-0.866
2.591,-0.485
2.601,-0.074
2.61,1.072
2.619,0.383
2.63,-0.842
2.641,-0.851
2.651,-0.181
2.661,0.475
2.672,0.896
2.681,-0.423
2.691,-0.883
2.7,-0.812
2.709,0.547
2.719,0.867
2.728,1.041
2.738,0.161
2.748,-1.135
2.758,-0.929
2.769,0.723
2.78,0.874
2.79,0.957
2.8,-0.739
2.809,-0.71
2.819,-0.373
2.83,0.789
2.839,1.147
2.85,-0.864
2.86,-0.691
2.87,-0.795
2.881,0.66
2.89,0.838
2.9,0.578
2.911,-0.506
2.922,-0.874
2.931,0.387
2.94,1.24
2.951,0.676
2.961,-0.53
2.971,-0.636
2.982,-0.472
2.992,0.787
3.003,0.806
3.013,0.074
3.0,0.552
3.032,-1.213
3.042,-0.348
3.053,1.053
3.062,0.743
3.073,-0.262
3.083,-0.918
3.094,-0.068
3.104,0.2
3.114,1.282
3.124,0.12
3.134,-0.79
3.145,-0.724
3.155,0.473
3.166,0.993
3.177,0.286
3.187,-0.519
3.197,-0.897
3.207,-0.044
3.217,1.076
3.227,1.049
3.236,0.481
3.246,-1.156
3.256,-0.437
3.267,0.319
3.276,1.052
3.286,0.735
3.297,-0.18
3.306,-1.455
3.317,-0.661
3.327,0.694
3.337,0.721
3.347,0.073
3.357,-0.36
3.366,-0.692
3.377,-0.49
3.386,0.977
3.396,0.522
3.407,-0.734
3.416,-1.058
3.426,-0.056
3.437,0.51
3.447,1.218
3.458,-0.056
3.468,-0.845
3.478,-0.985
3.487,-0.06
3.497,1.068
3.507,0.894
3.517,-0.513
3.528,-1.314
3.538,-0.445
3.549,0.372
3.559,0.891
3.568,0.479
3.578,-0.609
3.588,-1.153
3.598,0.195
3.608,1.493
3.618,0.348
3.627,0.069
3.637,-1.198
3.648,-0.534
3.659,0.446
3.669,0.545
3.68,0.012
3.69,-1.059
3.7,-0.686
3.711,0.499
3.722,0.69
3.731,0.268
3.741,-0.641
3.751,-1.296
3.761,-0.34
3.77,0.363
3.781,0.665
3.791,0.217
3.801,-1.131
3.811,-0.736
3.821,-0.041
3.832,1.304
3.842,0.87
3.851,-0.526
3.86,-0.919
3.872,-0.435
3.882,0.545
3.892,-0.047
3.903,-0.137
3.913,-0.826
3.923,-0.645
3.933,-0.49
3.942,1.564
3.953,0.796
3.964,-0.177
3.975,-0.892
3.984,-0.286
3.993,0.741
4.003,1.698
4.012,0.042
4.023,-0.639
4.0,0.829
4.043,0.958
4.053,-1.205
4.063,-0.441
4.073,0.494
4.084,0.02
4.093,-1.293
4.104,-0.192
4.114,1.004
4.125,-0.143
4.136,-0.575
4.146,0.315
4.156,1.001
4.167,-0.122
4.178,-0.616
4.188,0.436
4.197,0.66
4.207,-0.89
4.218,-0.476
4.229,0.666
4.239,0.257
4.248,-1.196
4.259,-0.372
4.269,0.982
4.28,-0.35
4.291,-0.815
4.3,0.348
4.311,0.898
4.32,-0.445
4.33,-1.243
4.34,0.662
4.35,0.934
4.36,-0.035
4.371,-0.336
4.381,0.438
4.392,0.59
4.402,-0.772
4.412,-0.594
4.423,1.579
4.433,0.094
4.442,-1.113
4.452,0.213
4.461,0.609
4.471,0.602
4.481,-1.074
4.49,0.101
4.5,1.542
4.51,0.026
4.519,-0.821
4.529,0.005
4.538,0.813
4.549,-0.321
4.559,-0.566
4.568,0.079
4.579,0.26
4.588,-0.314
4.599,-1.2
4.608,0.837
4.618,1.229
4.629,-0.764
4.638,-0.724
4.649,0.439
4.659,0.299
4.668,-1.113
4.677,-0.486
4.687,0.418
4.696,0.166
4.706,-1.028
4.717,-0.601
4.727,0.628
4.738,-0.208
4.749,-0.72
4.759,-0.002
4.768,0.767
4.778,0.341
4.788,-0.751
4.799,0.452
4.808,1.424
4.818,-0.18
4.828,-1.204
4.839,0.308
4.848,0.575
4.859,-0.372
4.868,-1.396
4.879,1.075
4.889,0.756
4.899,-0.463
4.908,-0.228
4.918,0.95
4.927,1.617
4.937,-0.507
4.948,-0.601
4.958,0.656
4.968,0.619
4.978,-0.277
4.988,-0.204
4.999,0.824
5.008,0.044
5.019,-0.851
5.028,0.069
5.0,0.544
5.048,0.172
5.059,-0.837
5.068,0.668
5.077,0.854
5.087,-1.167
5.096,-0.565
5.106,0.503
5.116,0.705
5.126,-0.627
5.136,0.029
5.146,1.178
5.156,0.531
5.167,-1.173
5.177,0.46
5.187,1.049
5.198,-0.515
5.207,-0.839
5.218,1.068
5.227,0.357
5.237,-1.197
5.247,-0.764
5.257,1.059
5.266,0.576
5.276,-1.046
5.286,-0.075
5.297,1.072
5.308,0.129
5.317,-0.582
5.328,0.447
5.338,0.938
5.349,-1.256
5.36,-0.411
5.371,0.754
5.382,-0.224
5.391,-0.696
5.401,0.245
5.411,0.983
5.422,-1.043
5.431,-0.655
5.441,0.459
5.452,1.063
5.462,-0.931
5.472,0.008
5.483,1.168
5.493,-0.219
5.504,-0.312
5.514,1.309
5.525,0.662
5.535,-0.859
5.545,-0.187
5.555,1.377
5.566,-0.009
5.576,-1.053
5.585,0.545
5.596,0.855
5.605,-0.641
5.615,-0.872
5.624,0.311
5.634,0.66
5.645,-0.874
5.656,-0.229
5.667,1.334
5.678,-0.233
5.687,-1.016
5.697,0.143
5.707,1.106
5.716,-0.352
5.726,-0.171
5.737,1.105
5.747,0.475
5.758,-1.153
5.767,-0.67
5.777,0.728
5.788,-0.175
5.798,-0.941
5.808,0.921
5.818,0.375
5.829,-0.767
5.838,-0.835
5.849,0.472
5.86,-0.248
5.87,-1.263
5.881,-0.366
5.89,1.096
5.901,-0.389
5.911,-0.891
5.92,0.519
5.93,0.814
5.941,-1.066
5.951,-0.49
5.961,0.894
5.971,0.117
5.981,-1.316
5.991,0.402
6.001,0.554
6.012,-0.199
6.022,-1.094
6.031,0.309
6.042,0.067
6.0,1.072
6.062,1.082
6.072,0.498
6.083,-0.23
6.092,-0.836
6.102,-0.947
6.112,0.678
6.122,0.553
6.132,1.172
6.141,0.103
6.151,-1.325
6.162,-1.136
6.171,-0.35
6.181,0.285
6.191,0.954
6.202,-0.054
6.212,-0.284
6.221,-1.451
6.231,-0.235
6.241,0.485
6.251,1.143
6.261,-0.077
6.271,-0.665
6.28,-0.789
6.29,-1.003
6.301,0.529
6.311,1.268
6.322,0.155
6.332,-0.381
6.341,-0.794
6.351,-0.682
6.361,0.334
6.372,1.187
6.381,0.703
6.391,0.14
6.402,-0.656
6.411,-0.856
6.422,0.216
6.432,0.703
6.441,0.657
6.451,0.48
6.462,-0.644
6.473,-1.063
6.482,-0.121
6.492,0.579
6.503,0.868
6.512,-0.104
6.522,-0.784
6.531,-1.144
6.541,-0.4
6.551,0.626
6.562,1.144
6.572,0.389
6.581,-0.461
6.592,-0.565
6.602,-1.012
6.611,0.393
6.622,0.701
6.631,0.722
6.642,-0.078
6.653,-1.079
6.662,-0.765
6.672,-0.201
6.682,1.457
6.692,1.002
6.703,-0.361
6.712,-1.261
6.722,-0.593
6.732,-0.481
6.743,0.754
6.753,1.055
6.764,0.005
6.773,-0.449
6.783,-0.897
6.794,-0.43
6.805,0.504
6.814,1.048
6.825,0.013
6.835,-0.359
6.845,-0.995
6.854,-1.07
6.864,0.799
6.873,0.704
6.884,0.797
6.894,-0.593
6.904,-1.285
6.915,-0.899
6.925,0.212
6.935,1.096
6.946,1.078
6.957,-0.29
6.966,-0.945
6.976,-0.241
6.986,0.158
6.996,1.489
7.007,0.387
7.017,0.199
7.027,-1.233
7.037,-1.025
7.047,-0.6
7.0,1.069
7.067,-0.855
7.076,0.626
7.086,0.909
7.097,-0.877
7.107,-0.309
7.118,0.586
7.128,0.809
7.138,-0.218
7.148,-0.635
7.158,0.631
7.167,1.253
7.176,0.46
7.186,-0.739
7.197,-0.425
7.208,1.399
7.217,0.135
7.228,-1.334
7.238,-0.366
7.248,0.793
7.259,0.205
7.27,-1.033
7.279,-0.153
7.29,1.162
7.299,0.503
7.31,-0.984
7.32,-0.133
7.329,0.79
7.339,0.528
7.35,-0.609
7.36,-0.615
7.369,1.103
7.379,0.253
7.389,-0.653
7.398,-0.929
7.409,0.759
7.419,0.871
7.428,-0.632
7.438,-1.253
7.448,-0.481
7.458,0.74
7.468,0.372
7.478,-0.924
7.488,0.032
7.499,1.586
7.509,0.355
7.52,-1.487
7.53,-0.34
7.54,0.422
7.55,0.283
7.561,-0.548
7.571,-0.28
7.581,0.861
7.59,0.72
7.601,-0.881
7.612,-0.593
7.623,1.23
7.633,0.03
7.642,-1.374
7.653,-0.218
7.663,1.252
7.673,0.402
7.684,-0.44
7.695,-0.899
7.705,0.92
7.715,0.713
7.724,-1.085
7.734,-0.718
7.744,0.523
7.754,0.692
7.764,-0.977
7.773,-1.177
7.783,0.781
7.792,1.366
7.803,0.033
7.814,-1.302
7.824,-0.023
7.833,1.148
7.843,0.31
7.853,-0.993
7.864,-0.335
7.873,0.905
7.884,-0.059
7.895,-0.904
7.905,-0.171
7.914,0.749
7.925,0.097
7.934,-0.687
7.945,-0.103
7.955,1.018
7.965,1.059
7.975,-0.701
7.986,-0.096
7.997,0.699
8.007,0.697
8.017,-0.736
8.026,-0.835
8.035,0.355
8.045,0.915
8.056,0.214
8.0,1.198
8.076,-0.347
8.087,-0.636
8.098,-0.74
8.108,-1.144
8.118,-0.886
8.127,-0.999
8.138,-0.878
8.148,-0.908
8.159,-0.894
8.169,-0.708
8.179,-0.464
8.188,0.309
8.197,0.187
8.208,0.26
8.218,0.462
8.228,1.04
8.237,1.039
8.248,0.807
8.258,0.781
8.269,0.496
8.28,0.356
8.29,0.312
8.3,0.329
8.311,-0.298
8.32,-0.37
8.331,-0.635
8.341,-0.842
8.351,-1.414
8.361,-0.63
8.371,-0.665
8.38,-1.247
8.391,-1.261
8.401,-0.539
8.411,-1.021
8.42,-0.34
8.431,0.018
8.441,0.182
8.451,0.364
8.463,1.089
8.472,0.754
8.482,0.969
8.492,1.07
8.502,0.562
8.512,1.009
8.522,0.725
8.532,0.388
8.541,0.52
8.551,-0.181
8.561,0.345
8.571,-0.471
8.58,-0.411
8.591,-0.481
8.6,-0.264
8.611,-1.27
8.62,-1.206
8.631,-1.36
8.641,-0.692
8.652,-0.443
8.661,-0.47
8.672,-0.502
8.681,-0.141
8.692,0.102
8.702,0.254
8.712,0.965
8.722,1.148
8.732,0.64
8.743,1.521
8.752,0.63
8.763,1.172
8.773,0.459
8.782,0.984
8.793,0.819
8.803,0.228
8.814,0.12
8.823,-0.024
8.833,-0.595
8.843,-0.129
8.852,-1.241
8.863,-1.029
8.872,-0.876
8.882,-1.181
8.891,-1.274
8.9,-0.947
8.911,-1.563
8.922,-0.161
8.932,0.251
8.943,-0.024
8.953,0.245
8.963,0.436
8.974,0.698
8.984,1.234
8.995,0.837
9.004,0.575
9.014,0.934
9.025,0.9
9.035,0.951
9.045,0.748
9.055,0.133
9.065,-0.159
9.0,0.878
9.086,0.213
9.097,-0.978
9.108,-1.039
9.119,0.532
9.129,1.146
9.139,1.0
9.149,0.371
9.159,-0.896
9.169,-0.387
9.179,0.093
9.188,0.303
9.198,1.244
9.207,0.993
9.217,-0.176
9.227,-0.45
9.238,-0.802
9.248,-0.476
9.258,0.328
9.268,0.971
9.278,0.905
9.288,0.326
9.297,-1.258
9.307,-0.839
9.316,0.158
9.327,1.092
9.337,1.105
9.348,0.195
9.357,-0.723
9.368,-0.989
9.378,-0.452
9.388,0.174
9.399,0.889
9.41,0.308
9.419,-0.016
9.429,-0.739
9.44,-0.588
9.449,-0.038
9.46,0.678
9.471,1.315
9.48,0.484
9.49,-0.152
9.5,-0.757
9.51,-1.606
9.52,0.823
9.531,1.26
9.541,1.13
9.552,-0.157
9.562,-0.706
9.571,-1.11
9.582,-0.252
9.592,1.322
9.602,0.795
9.611,0.804
9.621,-0.351
9.631,-0.883
9.642,-1.084
9.652,-0.079
9.662,1.317
9.672,0.822
9.683,0.33
9.692,-0.885
9.703,-1.095
9.713,-0.391
9.722,0.317
9.732,1.097
9.742,0.34
9.752,0.176
9.762,-0.82
9.773,-1.229
9.783,-0.004
9.793,0.388
9.803,1.053
9.814,-0.004
9.823,-0.597
9.833,-1.106
9.844,-1.037
9.854,0.322
9.864,1.459
9.874,0.734
9.885,0.233
9.895,-0.703
9.906,-0.6
9.916,-0.088
9.926,0.406
9.936,0.838
9.946,0.274
9.957,-0.002
9.967,-0.571
9.976,-0.819
9.985,0.21
9.994,0.668
10.005,0.438
10.015,0.433
10.026,-1.521
10.036,-1.021
10.045,-0.185
10.056,0.517
10.067,0.352
10.078,0.252
10.0,1.05
10.098,-0.604
10.107,0.16
10.117,0.878
10.128,-0.216
10.137,-0.564
10.148,0.706
10.159,0.803
10.169,-0.117
10.179,-0.359
10.189,0.745
10.2,0.004
10.21,-0.537
10.22,-0.497
10.23,0.87
10.239,-0.128
10.25,-0.896
10.26,0.011
10.271,0.979
10.281,-0.326
10.29,-1.075
10.3,0.912
10.31,1.1
10.32,-0.486
10.331,-0.764
10.342,0.499
10.352,0.657
10.362,-0.586
10.371,-0.101
10.382,0.925
10.392,0.57
10.402,-0.619
10.412,-0.518
10.421,1.168
10.431,-0.468
10.442,-0.927
10.452,-0.685
10.462,1.224
10.472,0.137
10.483,-0.782
10.494,0.796
10.504,0.571
10.515,-0.824
10.525,-0.212
10.535,1.1
10.545,0.947
10.555,-1.415
10.565,-0.589
10.575,1.395
10.585,0.037
10.595,-1.193
10.606,0.158
10.615,1.19
10.625,-0.622
10.635,-1.409
10.644,0.643
10.655,1.169
10.666,-0.551
10.677,-1.1
10.686,1.107
10.696,1.205
10.706,-0.264
10.716,-0.667
10.726,0.917
10.735,0.825
10.745,0.006
10.755,-0.88
10.765,0.961
10.775,0.088
10.784,-0.857
10.794,-0.598
10.804,0.92
10.814,0.11
10.824,-0.958
10.835,0.044
10.846,1.181
10.855,-0.488
10.866,-0.95
10.876,0.237
10.886,1.077
10.897,-0.507
10.908,-0.57
10.917,0.533
10.926,0.763
10.937,-0.522
10.947,-1.175
10.957,0.641
10.967,0.792
10.978,-1.368
10.987,0.054
10.998,1.01
11.007,-0.266
11.018,-0.971
11.029,-0.204
11.04,0.867
11.049,0.321
11.06,-1.154
11.071,0.102
11.08,0.788
11.091,-1.148
11.0,0.691
11.11,-1.096
11.12,-0.365
11.131,-0.109
11.141,1.22
11.15,1.164
11.16,0.136
11.169,-0.59
11.179,-0.833
11.19,-0.46
11.2,0.523
11.211,0.956
11.222,1.261
11.231,0.455
11.241,-0.62
11.251,-1.59
11.261,-1.278
11.27,0.178
11.28,0.382
11.291,0.339
11.302,-0.545
11.311,-0.661
11.321,-0.628
11.331,-0.747
11.34,-0.064
11.351,1.062
11.361,0.607
11.371,0.346
11.38,-1.069
11.39,-0.956
11.4,-0.757
11.41,0.191
11.421,-0.008
11.431,0.709
11.441,0.303
11.451,-0.377
11.461,-0.762
11.471,-0.825
11.48,-0.366
11.491,1.1
11.501,0.794
11.511,0.041
11.521,-0.748
11.53,-0.959
11.541,-1.059
11.55,-0.106
11.559,0.976
11.57,0.509
11.581,0.943
11.59,-0.289
11.6,-1.09
11.611,-0.807
11.622,-0.205
11.632,0.457
11.642,1.067
11.652,0.362
11.661,-0.229
11.671,-0.708
11.681,-0.899
11.691,-0.443
11.702,0.45
11.711,1.019
11.722,0.429
11.733,-0.268
11.742,-0.831
11.752,-1.096
11.762,-0.736
11.772,0.709
11.782,0.455
11.792,0.865
11.802,0.207
11.813,-0.657
11.823,-1.015
11.834,0.216
11.845,0.283
11.856,1.225
11.865,0.362
11.876,-0.399
11.885,-1.004
11.896,-1.46
11.906,-0.246
11.915,0.083
11.926,1.09
11.936,0.653
11.945,0.152
11.956,-1.053
11.967,-0.576
11.977,-1.232
11.986,0.147
11.996,1.179
12.006,0.963
12.015,0.736
12.024,-0.312
12.036,-0.952
12.046,-0.544
12.056,0.518
12.065,0.849
12.076,0.648
12.086,-0.041
12.097,-0.847
12.0,0.966
12.116,0.516
12.127,0.443
12.136,0.435
12.145,-0.271
12.156,-1.154
12.166,-0.555
12.176,0.63
12.186,1.269
12.196,0.591
12.206,-0.324
12.216,-1.378
12.226,-0.995
12.236,0.707
12.245,0.458
12.256,0.562
12.267,0.231
12.277,-0.761
12.287,-0.812
12.296,0.609
12.305,0.44
12.314,0.868
12.325,0.697
12.335,-0.699
12.344,-0.669
12.353,-0.465
12.364,0.409
12.375,1.04
12.384,0.498
12.395,-0.775
12.406,-0.841
12.416,-0.342
12.427,0.585
12.437,0.963
12.447,0.376
12.457,0.054
12.467,-0.918
12.476,-1.014
12.486,0.222
12.496,0.952
12.506,1.094
12.515,0.205
12.525,-0.928
12.536,-0.387
12.545,-0.017
12.556,0.715
12.566,0.827
12.575,0.545
12.585,-0.908
12.595,-1.283
12.606,-0.434
12.616,0.403
12.627,0.834
12.637,0.132
12.647,-0.585
12.657,-0.918
12.667,-0.437
12.677,0.2
12.688,1.083
12.698,0.951
12.709,-0.027
12.718,-1.457
12.729,-0.809
12.739,0.551
12.75,1.487
12.761,0.211
12.77,-0.791
12.781,-1.119
12.792,-0.556
12.802,-0.043
12.812,0.956
12.823,0.304
12.833,-0.319
12.843,-1.064
12.853,-0.949
12.864,0.218
12.875,0.916
12.885,0.472
12.896,-0.601
12.907,-0.77
12.916,-0.917
12.926,0.22
12.937,0.438
12.946,0.606
12.957,0.223
12.966,-0.796
12.976,-0.766
12.986,0.163
12.997,1.126
13.008,0.195
13.017,-0.124
13.027,-1.035
13.037,-0.661
13.048,-0.704
13.057,0.701
13.067,1.168
13.077,-0.19
13.087,-0.732
13.098,-0.729
13.108,-0.343
13.0,1.143
13.128,-0.883
13.137,-1.31
13.147,-1.5
13.157,-1.235
13.167,-1.138
13.176,-0.661
13.186,-1.462
13.197,-0.391
13.207,-0.375
13.217,-1.006
13.228,-0.754
13.238,-0.483
13.247,-0.132
13.257,0.24
13.268,0.046
13.278,0.399
13.289,0.704
13.3,0.987
13.31,0.396
13.32,0.931
13.329,0.686
13.339,0.975
13.348,0.249
13.357,1.253
13.367,0.287
13.378,1.05
13.388,0.317
13.398,0.122
13.408,0.741
13.417,0.077
13.428,-0.361
13.439,-0.279
13.448,-0.58
13.459,-0.206
13.469,-0.626
13.479,-1.104
13.489,-1.17
13.5,-0.943
13.51,-1.174
13.519,-1.096
13.53,-0.675
13.54,-0.612
13.55,-0.845
13.561,0.025
13.572,-0.209
13.582,-0.361
13.592,0.198
13.603,0.58
13.613,0.717
13.623,0.547
13.633,0.996
13.644,1.235
13.655,1.119
13.666,0.697
13.675,0.934
13.685,0.897
13.695,0.914
13.706,0.367
13.715,0.142
13.725,0.29
13.734,0.386
13.743,0.245
13.753,0.256
13.764,-0.443
13.774,-0.483
13.785,-1.087
13.794,-0.864
13.803,-0.981
13.813,-0.625
13.823,-1.332
13.834,-1.492
13.843,-1.029
13.854,-1.259
13.865,-1.344
13.876,-1.211
13.887,-0.412
13.897,-0.441
13.908,-0.499
13.918,0.391
13.929,0.357
13.939,0.606
13.949,0.999
13.96,0.707
13.97,1.131
13.981,0.527
13.991,1.322
14.001,0.876
14.01,1.911
14.019,0.813
14.03,0.728
14.041,0.621
14.051,1.026
14.061,1.278
14.071,0.538
14.08,-0.141
14.09,-0.454
14.1,-0.201
14.111,0.032
14.122,-0.845
14.0,0.902
14.141,-0.182
14.15,0.923
14.161,0.576
14.171,-0.546
14.182,-0.47
14.191,0.932
14.201,-0.035
14.212,-0.806
14.223,0.005
14.232,0.822
14.242,-0.214
14.252,-1.053
14.262,0.191
14.272,0.53
14.282,-0.713
14.293,-0.868
14.303,0.911
14.312,0.866
14.323,-1.218
14.333,-0.503
14.342,0.701
14.353,0.403
14.362,-0.557
14.373,-0.493
14.383,1.308
14.393,0.391
14.402,-0.421
14.412,0.401
14.423,0.894
14.432,0.415
14.442,-0.627
14.451,-0.358
14.461,0.663
14.471,-0.257
14.481,-0.754
14.492,0.124
14.503,0.903
14.514,-0.811
14.523,-0.972
14.534,0.792
14.544,0.778
14.555,-1.258
14.566,-0.089
14.576,1.037
14.586,0.146
14.596,-0.973
14.606,0.414
14.616,0.483
14.626,-0.775
14.637,-0.457
14.647,0.163
14.658,0.657
14.668,-0.32
14.678,-0.743
14.687,1.046
14.698,0.269
14.708,-0.971
14.718,-0.937
14.728,0.901
14.739,-0.194
14.749,-1.279
14.76,-0.031
14.771,0.832
14.78,-0.273
14.79,-0.986
14.8,0.426
14.81,1.008
14.82,-1.013
14.83,-1.049
14.841,0.474
14.852,0.785
14.862,-0.607
14.872,-0.122
14.883,0.964
14.893,0.505
14.903,-0.854
14.913,-0.158
14.924,1.015
14.934,-0.531
14.944,-0.464
14.954,0.301
14.963,0.876
14.972,-0.41
14.982,-0.995
14.993,0.045
15.002,0.895
15.013,0.109
15.023,-1.048
15.033,0.368
15.043,0.735
15.052,-0.701
15.062,-0.846
15.073,0.665
15.083,0.748
15.093,-0.939
15.103,-0.728
15.112,1.474
15.122,1.246
15.133,-1.378
15.0,1.144
15.153,-0.331
15.163,-1.172
15.172,0.147
15.182,1.322
15.193,-0.095
15.203,-1.42
15.213,-0.005
15.223,1.126
15.232,0.823
15.242,-0.424
15.252,-1.573
15.263,0.055
15.273,1.128
15.283,0.599
15.292,-0.972
15.301,-0.502
15.311,0.447
15.321,1.025
15.331,-0.336
15.342,-0.606
15.353,0.489
15.363,0.841
15.373,-0.214
15.383,-1.209
15.393,-0.11
15.403,0.938
15.413,1.076
15.423,-0.064
15.434,-1.425
15.444,0.124
15.453,1.186
15.462,0.306
15.473,-0.356
15.483,-0.078
15.493,0.253
15.504,0.48
15.514,-0.409
15.523,-1.162
15.533,-0.227
15.542,0.993
15.551,0.853
15.561,-0.387
15.572,-1.197
15.582,-0.227
15.592,1.11
15.603,-0.349
15.614,-1.384
15.625,-0.474
15.635,1.194
15.645,0.341
15.654,-0.555
15.665,-1.335
15.676,1.233
15.687,1.136
15.698,-0.648
15.707,-0.752
15.718,0.19
15.729,1.277
15.739,-0.221
15.75,-0.614
15.76,-0.432
15.771,0.996
15.781,0.314
15.79,-0.784
15.801,-0.87
15.81,0.363
15.82,1.18
15.831,0.257
15.84,-1.024
15.851,0.299
15.861,0.752
15.871,0.191
15.882,-0.866
15.893,0.01
15.903,0.797
15.913,0.515
15.924,-0.957
15.933,-0.942
15.943,-0.178
15.953,1.28
15.963,0.669
15.974,-0.385
15.984,-0.511
15.995,0.317
16.005,1.155
16.014,-0.134
16.024,-1.359
16.033,0.123
16.044,0.713
16.055,0.198
16.065,-1.432
16.075,-1.162
16.084,1.099
16.095,0.672
16.104,-0.05
16.114,-1.485
16.124,-0.327
16.134,1.239
16.143,0.652
16.0,1.546
16.163,-1.147
16.174,-1.185
16.185,-0.899
16.196,-1.368
16.205,-0.403
16.216,-0.579
16.227,-0.283
16.238,-0.846
16.248,-0.37
16.259,-0.683
16.268,0.037
16.278,0.363
16.288,0.622
16.298,0.618
16.308,1.315
16.318,0.626
16.329,0.759
16.339,1.002
16.349,0.847
16.358,1.442
16.369,1.019
16.378,1.154
16.388,0.609
16.398,0.367
16.407,0.364
16.417,0.09
16.428,-0.876
16.437,-0.786
16.448,-0.562
16.458,-1.116
16.468,-0.821
16.479,-0.953
16.489,-0.697
16.499,-0.915
16.51,-0.555
16.52,-1.134
16.531,-0.922
16.54,-1.132
16.551,-0.211
16.562,-0.442
16.572,-0.355
16.582,-0.18
16.591,0.077
16.602,0.487
16.612,1.052
