,X,t
59,-0.2496644295302014,-2.9639612858472346
60,-0.2335570469798658,-2.9586089597961998
61,-0.2174496644295303,-3.044774131123617
62,-0.20134228187919467,-3.003067589535397
63,-0.18523489932885906,-3.0437100391554877
64,-0.16912751677852356,-2.9153982442002317
65,-0.15302013422818805,-3.038577891210631
66,-0.13691275167785233,-2.9512501075748707
67,-0.12080536912751683,-2.9426606146405
68,-0.10469798657718132,-3.033139728071555
69,-0.08859060402684582,-2.966043086417006
70,-0.0724832214765101,-3.0371507372773365
71,-0.05637583892617459,-2.9285569170324783
72,-0.04026845637583909,-2.9999632977925703
73,-0.024161073825503365,-3.002635257911149
74,-0.008053691275167862,-3.074582937235499
75,0.00805369127516764,-2.98248201135604
76,0.024161073825503365,-3.071508813358274
77,0.04026845637583887,-2.9717527057399
78,0.05637583892617437,-2.9931785089171217
79,0.07248322147650987,-2.967615922534067
80,0.0885906040268456,-3.000531779825532
81,0.1046979865771811,-3.000755068135115
82,0.1208053691275166,-2.9155335060847327
83,0.13691275167785233,-2.9470474774154103
84,0.15302013422818783,-3.0853672698379055
85,0.16912751677852333,-2.9958934806709037
86,0.18523489932885906,-2.9598317361061977
87,0.20134228187919456,-2.9812996520204287
88,0.21744966442953007,-3.0828081500933577
89,0.23355704697986557,-2.973392417610398
90,0.2496644295302013,-2.978459216695528
91,0.2657718120805368,-2.9766121450978154
92,0.2818791946308723,-2.9265568414224536
93,0.297986577181208,-2.9991580220036833
94,0.3140939597315435,-2.9710634283147925
95,0.33020134228187903,-2.980996070113972
96,0.34630872483221453,-2.929763940360718
97,0.36241610738255026,-2.819256939173037
98,0.37852348993288576,-3.0141802399061604
99,0.39463087248322126,-2.9681799460752716
100,0.410738255033557,-2.9556311766180228
101,0.4268456375838925,-2.9946865626321792
102,0.442953020134228,-2.8606930723501094
103,0.4590604026845637,-2.938744799255384
104,0.4751677852348992,-2.837205187614549
105,0.4912751677852347,-2.7953685443904805
106,0.5073825503355702,-2.7872445922603153
107,0.523489932885906,-2.835239870197207
108,0.5395973154362415,-2.748275986330586
109,0.555704697986577,-2.717118605958662
110,0.5718120805369127,-2.857215838902657
111,0.5879194630872482,-2.745355652366233
112,0.6040268456375837,-2.750258780134837
113,0.6201342281879194,-2.7841103942768535
114,0.6362416107382549,-2.718736039356132
115,0.6523489932885904,-2.7271731826970007
116,0.6684563758389259,-2.6829273391417336
117,0.6845637583892616,-2.6929899296537014
118,0.7006711409395971,-2.6197237211823765
119,0.7167785234899327,-2.564110239550854
120,0.7328859060402684,-2.6921280625195596
121,0.7489932885906039,-2.5453502206882557
122,0.7651006711409394,-2.5879866115476378
123,0.7812080536912751,-2.5545299533990136
124,0.7973154362416106,-2.4955681325028847
125,0.8134228187919461,-2.475969451870702
126,0.8295302013422818,-2.4281456775232577
127,0.8456375838926171,-2.425313055767464
128,0.8617449664429528,-2.4192325973371616
129,0.8778523489932886,-2.2744442104430984
130,0.8939597315436238,-2.2327677805385093
131,0.9100671140939596,-2.313817126663121
132,0.9261744966442953,-2.265163669970879
133,0.9422818791946306,-2.1180571763018037
134,0.9583892617449663,-2.1252267768397535
135,0.974496644295302,-2.122919743360341
136,0.9906040268456373,-1.9494372269326918
137,1.006711409395973,-1.9250036293180954
138,1.0228187919463083,-1.8818477959016608
139,1.038926174496644,-1.833281711950883
140,1.0550335570469798,-1.7376329360251956
141,1.071140939597315,-1.7201526098886701
142,1.0872483221476508,-1.6326613948074686
143,1.1033557046979865,-1.6078425138323102
144,1.1194630872483218,-1.5744977717685675
145,1.1355704697986575,-1.4980724934692597
146,1.1516778523489932,-1.4494773616014278
147,1.1677852348993285,-1.3465890898704933
148,1.1838926174496642,-1.319709094319986
149,1.2,-1.3237035759501001
